anio,posicion,nombre_dj,movimiento,variacion,url
2004,1,Tiësto,re-entry,,/top100djs/2004/1/Tiësto
2004,2,Paul van Dyk,re-entry,,/top100djs/2004/2/Paul-van-Dyk
2004,3,Armin Van Buuren,re-entry,,/top100djs/2004/3/Armin-Van-Buuren
2004,4,Sasha,re-entry,,/top100djs/2004/4/Sasha
2004,5,Ferry Corsten,1,Sube,/top100djs/2004/5/Ferry-Corsten
2004,6,Hernan Cattaneo,16,Sube,/top100djs/2004/6/Hernan-Cattaneo
2004,7,Christopher Lawrence,28,Sube,/top100djs/2004/7/Christopher-Lawrence
2004,8,John Digweed,3,Baja,/top100djs/2004/8/John-Digweed
2004,9,Paul Oakenfold,1,Baja,/top100djs/2004/9/Paul-Oakenfold
2004,10,Deep Dish,re-entry,,/top100djs/2004/10/Deep-Dish
2004,11,Carl Cox,4,Baja,/top100djs/2004/11/Carl-Cox
2004,12,Sander Kleinenberg,1,Sube,/top100djs/2004/12/Sander-Kleinenberg
2004,13,ATB,34,Sube,/top100djs/2004/13/ATB
2004,14,Judge Jules,5,Baja,/top100djs/2004/14/Judge-Jules
2004,15,James Zabiela,4,Baja,/top100djs/2004/15/James-Zabiela
2004,16,Marco V,1,Baja,/top100djs/2004/16/Marco-V
2004,17,Roger Sanchez,4,Sube,/top100djs/2004/17/Roger-Sanchez
2004,18,Benny Benassi,new entry,,/top100djs/2004/18/Benny-Benassi
2004,19,Tall Paul,re-entry,,/top100djs/2004/19/Tall-Paul
2004,20,Danny Howells,8,Baja,/top100djs/2004/20/Danny-Howells
2004,21,Steve Lawler,7,Baja,/top100djs/2004/21/Steve-Lawler
2004,22,Erick Morillo,6,Baja,/top100djs/2004/22/Erick-Morillo
2004,23,Chris Liebing,65,Sube,/top100djs/2004/23/Chris-Liebing
2004,24,DJ Dan,re-entry,,/top100djs/2004/24/DJ-Dan
2004,25,Eddie Halliwell,5,Baja,/top100djs/2004/25/Eddie-Halliwell
2004,26,Andy C,45,Sube,/top100djs/2004/26/Andy-C
2004,27,Mauro Picotto,10,Baja,/top100djs/2004/27/Mauro-Picotto
2004,28,Johan Gielen,4,Baja,/top100djs/2004/28/Johan-Gielen
2004,29,Lady Dana,26,Sube,/top100djs/2004/29/Lady-Dana
2004,30,Lisa Lashes,4,Baja,/top100djs/2004/30/Lisa-Lashes
2004,31,Adam Freeland,5,Sube,/top100djs/2004/31/Adam-Freeland
2004,32,Markus Schulz,new entry,,/top100djs/2004/32/Markus-Schulz
2004,33,Yoji Biomehanika,37,Sube,/top100djs/2004/33/Yoji-Biomehanika
2004,34,Sven Väth,7,Sube,/top100djs/2004/34/Sven-Väth
2004,35,Bad Boy Bill,37,Sube,/top100djs/2004/35/Bad-Boy-Bill
2004,36,James Holden,40,Sube,/top100djs/2004/36/James-Holden
2004,37,Dave Clarke,6,Baja,/top100djs/2004/37/Dave-Clarke
2004,38,Blank & Jones,35,Sube,/top100djs/2004/38/Blank--Jones
2004,39,Above & Beyond,re-entry,,/top100djs/2004/39/Above--Beyond
2004,40,Danny Tenaglia,22,Baja,/top100djs/2004/40/Danny-Tenaglia
2004,41,Gabriel & Dresden,1,Sube,/top100djs/2004/41/Gabriel--Dresden
2004,42,TBC,,,/top100djs/2004/42/TBC
2004,43,Nick Warren,15,Baja,/top100djs/2004/43/Nick-Warren
2004,44,Richie Hawtin,11,Baja,/top100djs/2004/44/Richie-Hawtin
2004,45,Laurent Garnier,16,Baja,/top100djs/2004/45/Laurent-Garnier
2004,46,Pete Tong,21,Baja,/top100djs/2004/46/Pete-Tong
2004,47,Jeff Mills,8,Baja,/top100djs/2004/47/Jeff-Mills
2004,48,Satoshi Tomiie,14,Baja,/top100djs/2004/48/Satoshi-Tomiie
2004,49,Misstress Barbara,re-entry,,/top100djs/2004/49/Misstress-Barbara
2004,50,Adam Beyer,15,Sube,/top100djs/2004/50/Adam-Beyer
2004,51,Fatboy Slim,8,Baja,/top100djs/2004/51/Fatboy-Slim
2004,52,John '00' Fleming,25,Baja,/top100djs/2004/52/John-00-Fleming
2004,53,Plump DJ's,16,Baja,/top100djs/2004/53/Plump-DJs
2004,54,David Morales,28,Sube,/top100djs/2004/54/David-Morales
2004,55,Umek,10,Baja,/top100djs/2004/55/Umek
2004,56,Lee Burridge,12,Baja,/top100djs/2004/56/Lee-Burridge
2004,57,Dave Seaman,17,Baja,/top100djs/2004/57/Dave-Seaman
2004,58,Fergie,35,Baja,/top100djs/2004/58/Fergie
2004,59,Matt Hardwick,5,Sube,/top100djs/2004/59/Matt-Hardwick
2004,60,Slacker,re-entry,,/top100djs/2004/60/Slacker
2004,61,DJ Luna,new entry,,/top100djs/2004/61/DJ-Luna
2004,62,M.I.K.E,12,Baja,/top100djs/2004/62/M.I.K.E
2004,63,DJ Rush,re-entry,,/top100djs/2004/63/DJ-Rush
2004,64,Max Graham,8,Baja,/top100djs/2004/64/Max-Graham
2005,1,Paul van Dyk,1,Sube,/top100djs/2005/1/Paul-van-Dyk
2005,2,Tiësto,1,Baja,/top100djs/2005/2/Tiësto
2005,3,Armin Van Buuren,NON MOVER,,/top100djs/2005/3/Armin-Van-Buuren
2005,4,Sasha,NON MOVER,,/top100djs/2005/4/Sasha
2005,5,Ferry Corsten,NON MOVER,,/top100djs/2005/5/Ferry-Corsten
2005,6,John Digweed,2,Sube,/top100djs/2005/6/John-Digweed
2005,7,Hernan Cattaneo,1,Baja,/top100djs/2005/7/Hernan-Cattaneo
2005,8,Deep Dish,2,Sube,/top100djs/2005/8/Deep-Dish
2005,9,ATB,4,Sube,/top100djs/2005/9/ATB
2005,10,Carl Cox,1,Sube,/top100djs/2005/10/Carl-Cox
2005,11,Paul Oakenfold,2,Baja,/top100djs/2005/11/Paul-Oakenfold
2005,12,Richie Hawtin,32,Sube,/top100djs/2005/12/Richie-Hawtin
2005,13,James Zabiela,2,Sube,/top100djs/2005/13/James-Zabiela
2005,14,Christopher Lawrence,7,Baja,/top100djs/2005/14/Christopher-Lawrence
2005,15,Judge Jules,1,Baja,/top100djs/2005/15/Judge-Jules
2005,16,Marco V,re-entry,,/top100djs/2005/16/Marco-V
2005,17,Eddie Halliwell,8,Sube,/top100djs/2005/17/Eddie-Halliwell
2005,18,Erick Morillo,4,Sube,/top100djs/2005/18/Erick-Morillo
2005,19,Above & Beyond,20,Sube,/top100djs/2005/19/Above--Beyond
2005,20,Sander Kleinenberg,8,Baja,/top100djs/2005/20/Sander-Kleinenberg
2005,21,Markus Schulz,21,Sube,/top100djs/2005/21/Markus-Schulz
2005,22,Benny Benassi,4,Baja,/top100djs/2005/22/Benny-Benassi
2005,23,Sven Väth,11,Sube,/top100djs/2005/23/Sven-Väth
2005,24,DJ Dan,re-entry,,/top100djs/2005/24/DJ-Dan
2005,25,Danny Howells,5,Baja,/top100djs/2005/25/Danny-Howells
2005,26,Infected Mushroom,new entry,,/top100djs/2005/26/Infected-Mushroom
2005,27,Roger Sanchez,10,Baja,/top100djs/2005/27/Roger-Sanchez
2005,28,Mauro Picotto,1,Baja,/top100djs/2005/28/Mauro-Picotto
2005,29,Gabriel & Dresden,12,Sube,/top100djs/2005/29/Gabriel--Dresden
2005,30,Steve Lawler,9,Baja,/top100djs/2005/30/Steve-Lawler
2005,31,Blank & Jones,7,Sube,/top100djs/2005/31/Blank--Jones
2005,32,Yoji Biomehanika,1,Sube,/top100djs/2005/32/Yoji-Biomehanika
2005,33,Chris Liebing,10,Baja,/top100djs/2005/33/Chris-Liebing
2005,34,Danny Tenaglia,6,Sube,/top100djs/2005/34/Danny-Tenaglia
2005,35,Nick Warren,8,Sube,/top100djs/2005/35/Nick-Warren
2005,36,Dave Clarke,1,Sube,/top100djs/2005/36/Dave-Clarke
2005,37,James Holden,1,Baja,/top100djs/2005/37/James-Holden
2005,38,Mario Piu,re-entry,,/top100djs/2005/38/Mario-Piu
2005,39,David Guetta,new entry,,/top100djs/2005/39/David-Guetta
2005,40,DJ Vibe,40,Sube,/top100djs/2005/40/DJ-Vibe
2005,41,Kai Tracid,28,Sube,/top100djs/2005/41/Kai-Tracid
2005,42,Bad Boy Bill,7,Baja,/top100djs/2005/42/Bad-Boy-Bill
2005,43,Tall Paul,24,Baja,/top100djs/2005/43/Tall-Paul
2005,44,Tiga,new entry,,/top100djs/2005/44/Tiga
2005,45,DJ Yahel,re-entry,,/top100djs/2005/45/DJ-Yahel
2005,46,Andy Moor,new entry,,/top100djs/2005/46/Andy-Moor
2005,47,Ricardo Villalobos,new entry,,/top100djs/2005/47/Ricardo-Villalobos
2005,48,Ricky Stone,new entry,,/top100djs/2005/48/Ricky-Stone
2005,49,Pete Tong,3,Baja,/top100djs/2005/49/Pete-Tong
2005,50,Martin Garcia,new entry,,/top100djs/2005/50/Martin-Garcia
2005,51,Frank T.R.A.X,new entry,,/top100djs/2005/51/Frank-T.R.A.X
2005,52,Timo Maas,re-entry,,/top100djs/2005/52/Timo-Maas
2005,53,Laurent Garnier,8,Baja,/top100djs/2005/53/Laurent-Garnier
2005,54,Desyn Masiello,new entry,,/top100djs/2005/54/Desyn-Masiello
2005,55,Victor Calderone,11,Sube,/top100djs/2005/55/Victor-Calderone
2005,56,Lisa Lashes,26,Baja,/top100djs/2005/56/Lisa-Lashes
2005,57,Johan Gielen,29,Baja,/top100djs/2005/57/Johan-Gielen
2005,58,Matt Hardwick,1,Sube,/top100djs/2005/58/Matt-Hardwick
2005,59,Misstress Barbara,10,Baja,/top100djs/2005/59/Misstress-Barbara
2005,60,Fergie,2,Baja,/top100djs/2005/60/Fergie
2005,61,Armand Van Helden,23,Sube,/top100djs/2005/61/Armand-Van-Helden
2005,62,Michel De Hey,3,Sube,/top100djs/2005/62/Michel-De-Hey
2005,63,Fatboy Slim,12,Baja,/top100djs/2005/63/Fatboy-Slim
2005,64,Jeff Mills,17,Baja,/top100djs/2005/64/Jeff-Mills
2005,65,DJ Rush,2,Baja,/top100djs/2005/65/DJ-Rush
2005,66,The Flash Brothers,5,Sube,/top100djs/2005/66/The-Flash-Brothers
2005,67,Adam Beyer,17,Baja,/top100djs/2005/67/Adam-Beyer
2005,67,Adam Beyer,17,Baja,/top100djs/2005/67/Adam-Beyer
2005,68,Donald Glaude,re-entry,,/top100djs/2005/68/Donald-Glaude
2005,69,Dave Seaman,12,Baja,/top100djs/2005/69/Dave-Seaman
2005,70,Andy C,44,Baja,/top100djs/2005/70/Andy-C
2005,71,Chus & Ceballos,new entry,,/top100djs/2005/71/Chus--Ceballos
2005,72,John '00' Fleming,20,Baja,/top100djs/2005/72/John-00-Fleming
2005,73,Satoshi Tomiie,25,Baja,/top100djs/2005/73/Satoshi-Tomiie
2005,74,DJ Tatana,new entry,,/top100djs/2005/74/DJ-Tatana
2005,75,Astrix,new entry,,/top100djs/2005/75/Astrix
2005,76,Lee Burridge,20,Baja,/top100djs/2005/76/Lee-Burridge
2005,77,M.I.K.E,15,Baja,/top100djs/2005/77/M.I.K.E
2005,78,Lady Dana,49,Baja,/top100djs/2005/78/Lady-Dana
2005,79,Umek,22,Baja,/top100djs/2005/79/Umek
2005,80,Nic Fanciulli,8,Sube,/top100djs/2005/80/Nic-Fanciulli
2005,81,Rank 1,10,Sube,/top100djs/2005/81/Rank-1
2005,82,BT,10,Sube,/top100djs/2005/82/BT
2005,83,Anne Savage,4,Baja,/top100djs/2005/83/Anne-Savage
2005,85,Plump DJ's,32,Baja,/top100djs/2005/85/Plump-DJs
2005,86,Miss Kitten,10,Baja,/top100djs/2005/86/Miss-Kitten
2005,87,Felix Da Housecat,14,Baja,/top100djs/2005/87/Felix-Da-Housecat
2005,88,Christian Cambas,new entry,,/top100djs/2005/88/Christian-Cambas
2005,89,Scot Project,re-entry,,/top100djs/2005/89/Scot-Project
2005,90,Cosmic Gate,9,Baja,/top100djs/2005/90/Cosmic-Gate
2005,91,Matt Darey,new entry,,/top100djs/2005/91/Matt-Darey
2005,92,DJ Sammy,new entry,,/top100djs/2005/92/DJ-Sammy
2005,93,Proteus,3,Baja,/top100djs/2005/93/Proteus
2005,94,DJ Luna,33,Baja,/top100djs/2005/94/DJ-Luna
2005,95,Moshic,new entry,,/top100djs/2005/95/Moshic
2005,96,Max Graham,32,Baja,/top100djs/2005/96/Max-Graham
2005,97,DJ Amadeus,new entry,,/top100djs/2005/97/DJ-Amadeus
2005,98,Gigi D'Agostino,re-entry,,/top100djs/2005/98/Gigi-DAgostino
2005,99,Marco Bailey,3,Baja,/top100djs/2005/99/Marco-Bailey
2005,100,Magda,new entry,,/top100djs/2005/100/Magda
2006,1,Paul van Dyk,NON MOVER,,/top100djs/2006/1/Paul-van-Dyk
2006,2,Armin Van Buuren,1,Sube,/top100djs/2006/2/Armin-Van-Buuren
2006,3,Tiësto,1,Baja,/top100djs/2006/3/Tiësto
2006,4,Christopher Lawrence,10,Sube,/top100djs/2006/4/Christopher-Lawrence
2006,5,DJ Dan,19,Sube,/top100djs/2006/5/DJ-Dan
2006,6,Ferry Corsten,1,Baja,/top100djs/2006/6/Ferry-Corsten
2006,7,Sasha,3,Baja,/top100djs/2006/7/Sasha
2006,8,John Digweed,2,Baja,/top100djs/2006/8/John-Digweed
2006,9,Above & Beyond,10,Sube,/top100djs/2006/9/Above--Beyond
2006,10,Deep Dish,2,Baja,/top100djs/2006/10/Deep-Dish
2006,11,Carl Cox,1,Baja,/top100djs/2006/11/Carl-Cox
2006,12,Infected Mushroom,14,Sube,/top100djs/2006/12/Infected-Mushroom
2006,13,ATB,4,Baja,/top100djs/2006/13/ATB
2006,14,Paul Oakenfold,3,Baja,/top100djs/2006/14/Paul-Oakenfold
2006,15,Hernan Cattaneo,8,Baja,/top100djs/2006/15/Hernan-Cattaneo
2006,16,Judge Jules,1,Baja,/top100djs/2006/16/Judge-Jules
2006,17,Eddie Halliwell,re-entry,,/top100djs/2006/17/Eddie-Halliwell
2006,18,Marco V,2,Baja,/top100djs/2006/18/Marco-V
2006,19,Markus Schulz,2,Sube,/top100djs/2006/19/Markus-Schulz
2006,20,Gabriel & Dresden,9,Sube,/top100djs/2006/20/Gabriel--Dresden
2006,21,James Zabiela,8,Baja,/top100djs/2006/21/James-Zabiela
2006,22,John Acquaviva,new entry,,/top100djs/2006/22/John-Acquaviva
2006,23,Flash Brothers,43,Sube,/top100djs/2006/23/Flash-Brothers
2006,24,DJ Amadeus,new entry,,/top100djs/2006/24/DJ-Amadeus
2006,25,Erick Morillo,7,Baja,/top100djs/2006/25/Erick-Morillo
2006,26,Benny Benassi,4,Baja,/top100djs/2006/26/Benny-Benassi
2006,27,Sander Kleinenberg,7,Baja,/top100djs/2006/27/Sander-Kleinenberg
2006,28,DJ Yahel,17,Sube,/top100djs/2006/28/DJ-Yahel
2006,29,Offer Nissim,new entry,,/top100djs/2006/29/Offer-Nissim
2006,30,Andy Moor,16,Sube,/top100djs/2006/30/Andy-Moor
2006,31,David Guetta,8,Sube,/top100djs/2006/31/David-Guetta
2006,32,Sander Van Doorn,new entry,,/top100djs/2006/32/Sander-Van-Doorn
2006,33,Richie Hawtin,21,Baja,/top100djs/2006/33/Richie-Hawtin
2006,34,Gareth Emery,new entry,,/top100djs/2006/34/Gareth-Emery
2006,35,Phil Kieran,new entry,,/top100djs/2006/35/Phil-Kieran
2006,36,Nick Warren,1,Baja,/top100djs/2006/36/Nick-Warren
2006,37,DJ Skazi,new entry,,/top100djs/2006/37/DJ-Skazi
2006,38,Steve Lawler,8,Baja,/top100djs/2006/38/Steve-Lawler
2006,39,D-Formation,new entry,,/top100djs/2006/39/D-Formation
2006,40,Ricky Stone,8,Sube,/top100djs/2006/40/Ricky-Stone
2006,41,Astrix,34,Sube,/top100djs/2006/41/Astrix
2006,42,Roger Sanchez,15,Baja,/top100djs/2006/42/Roger-Sanchez
2006,43,Bad Boy Bill,1,Baja,/top100djs/2006/43/Bad-Boy-Bill
2006,44,Sven Väth,21,Baja,/top100djs/2006/44/Sven-Väth
2006,45,The Thrillseekers,re-entry,,/top100djs/2006/45/The-Thrillseekers
2006,46,Donald Glaude,22,Sube,/top100djs/2006/46/Donald-Glaude
2006,47,DJ Vibe,7,Baja,/top100djs/2006/47/DJ-Vibe
2006,48,Kyau & Albert,new entry,,/top100djs/2006/48/Kyau--Albert
2006,49,Chris Liebing,16,Baja,/top100djs/2006/49/Chris-Liebing
2006,50,Tiga,6,Baja,/top100djs/2006/50/Tiga
2006,51,Matt Darey,40,Sube,/top100djs/2006/51/Matt-Darey
2006,52,Bob Sinclair,new entry,,/top100djs/2006/52/Bob-Sinclair
2006,53,James Holden,16,Baja,/top100djs/2006/53/James-Holden
2006,54,Lange,new entry,,/top100djs/2006/54/Lange
2006,55,Wrecked Machines,new entry,,/top100djs/2006/55/Wrecked-Machines
2006,56,Dion Mavath,new entry,,/top100djs/2006/56/Dion-Mavath
2006,57,Pete Tong,8,Baja,/top100djs/2006/57/Pete-Tong
2006,58,Danny Tenaglia,22,Baja,/top100djs/2006/58/Danny-Tenaglia
2006,59,George Acosta,new entry,,/top100djs/2006/59/George-Acosta
2006,60,Blank & Jones,29,Baja,/top100djs/2006/60/Blank--Jones
2006,61,DJ Sammy,31,Sube,/top100djs/2006/61/DJ-Sammy
2006,62,Joachim Garraud,new entry,,/top100djs/2006/62/Joachim-Garraud
2006,63,Timo Maas,11,Baja,/top100djs/2006/63/Timo-Maas
2006,64,Matt Hardwick,6,Baja,/top100djs/2006/64/Matt-Hardwick
2006,65,Frank T.R.A.X,14,Baja,/top100djs/2006/65/Frank-T.R.A.X
2006,66,Steve Angello,new entry,,/top100djs/2006/66/Steve-Angello
2006,67,Danny Howells,42,Baja,/top100djs/2006/67/Danny-Howells
2006,68,Simon Posford,new entry,,/top100djs/2006/68/Simon-Posford
2006,69,John Graham,new entry,,/top100djs/2006/69/John-Graham
2006,70,Desyn Masiello,16,Baja,/top100djs/2006/70/Desyn-Masiello
2006,71,Mauro Picotto,43,Baja,/top100djs/2006/71/Mauro-Picotto
2006,72,Menno De Jong,new entry,,/top100djs/2006/72/Menno-De-Jong
2006,73,BT,9,Sube,/top100djs/2006/73/BT
2006,74,Scott K,new entry,,/top100djs/2006/74/Scott-K
2006,75,Tall Paul,32,Baja,/top100djs/2006/75/Tall-Paul
2006,76,M.I.K.E,1,Sube,/top100djs/2006/76/M.I.K.E
2006,77,Filo & Peri,"new entry
77",,/top100djs/2006/77/Filo--Peri
2006,78,DJ Tarkan,new entry,,/top100djs/2006/78/DJ-Tarkan
2006,79,Anderson Noise,new entry,,/top100djs/2006/79/Anderson-Noise
2006,80,Fatboy Slim,17,Baja,/top100djs/2006/80/Fatboy-Slim
2006,81,Serge Devant,new entry,,/top100djs/2006/81/Serge-Devant
2006,82,Umek,3,Baja,/top100djs/2006/82/Umek
2006,83,Victor Calderone,28,Baja,/top100djs/2006/83/Victor-Calderone
2006,84,Darude,new entry,,/top100djs/2006/84/Darude
2006,85,Fergie,25,Baja,/top100djs/2006/85/Fergie
2006,86,Tallah 2XLC,new entry,,/top100djs/2006/86/Tallah-2XLC
2006,87,Ronski Speed,re-entry,,/top100djs/2006/87/Ronski-Speed
2006,88,Lee Burridge,12,Baja,/top100djs/2006/88/Lee-Burridge
2006,89,Mario Piu,51,Baja,/top100djs/2006/89/Mario-Piu
2006,90,Axel Karakasis,new entry,,/top100djs/2006/90/Axel-Karakasis
2006,91,Steve Porter,new entry,,/top100djs/2006/91/Steve-Porter
2006,92,Yoji Biomehanika,60,Baja,/top100djs/2006/92/Yoji-Biomehanika
2006,93,Axwell,new entry,,/top100djs/2006/93/Axwell
2006,94,Stanton Warriors,re-entry,,/top100djs/2006/94/Stanton-Warriors
2006,95,Dave Seaman,26,Baja,/top100djs/2006/95/Dave-Seaman
2006,96,Robbie Rivera,new entry,,/top100djs/2006/96/Robbie-Rivera
2006,97,Andy C,27,Baja,/top100djs/2006/97/Andy-C
2006,98,Agnelli & Nelson,new entry,,/top100djs/2006/98/Agnelli--Nelson
2006,99,Lisa Lashes,43,Baja,/top100djs/2006/99/Lisa-Lashes
2006,100,Dave Clarke,64,Baja,/top100djs/2006/100/Dave-Clarke
2007,1,Armin Van Buuren,1,Sube,/top100djs/2007/1/Armin-Van-Buuren
2007,2,Tiësto,1,Sube,/top100djs/2007/2/Tiësto
2007,3,John Digweed,5,Sube,/top100djs/2007/3/John-Digweed
2007,4,Paul van Dyk,3,Baja,/top100djs/2007/4/Paul-van-Dyk
2007,5,Sasha,2,Sube,/top100djs/2007/5/Sasha
2007,6,Above & Beyond,3,Sube,/top100djs/2007/6/Above--Beyond
2007,7,Carl Cox,4,Sube,/top100djs/2007/7/Carl-Cox
2007,8,Ferry Corsten,2,Baja,/top100djs/2007/8/Ferry-Corsten
2007,9,Infected Mushroom,3,Sube,/top100djs/2007/9/Infected-Mushroom
2007,10,David Guetta,21,Sube,/top100djs/2007/10/David-Guetta
2007,11,Deep Dish,1,Baja,/top100djs/2007/11/Deep-Dish
2007,12,Paul Oakenfold,2,Sube,/top100djs/2007/12/Paul-Oakenfold
2007,13,Markus Schulz,6,Sube,/top100djs/2007/13/Markus-Schulz
2007,14,Hernan Cattaneo,1,Sube,/top100djs/2007/14/Hernan-Cattaneo
2007,15,Sander Van Doorn,15,Sube,/top100djs/2007/15/Sander-Van-Doorn
2007,16,Eddie Halliwell,1,Sube,/top100djs/2007/16/Eddie-Halliwell
2007,17,James Zabiela,4,Sube,/top100djs/2007/17/James-Zabiela
2007,18,Astrix,23,Sube,/top100djs/2007/18/Astrix
2007,19,Richie Hawtin,14,Sube,/top100djs/2007/19/Richie-Hawtin
2007,20,Marco V,2,Baja,/top100djs/2007/20/Marco-V
2007,21,Judge Jules,5,Baja,/top100djs/2007/21/Judge-Jules
2007,22,Fedde Le Grand,new entry,,/top100djs/2007/22/Fedde-Le-Grand
2007,23,Gabriel & Dresden,3,Baja,/top100djs/2007/23/Gabriel--Dresden
2007,24,Erick Morillo,1,Sube,/top100djs/2007/24/Erick-Morillo
2007,25,Roger Sanchez,17,Sube,/top100djs/2007/25/Roger-Sanchez
2007,26,ATB,13,Baja,/top100djs/2007/26/ATB
2007,27,Sven Väth,17,Sube,/top100djs/2007/27/Sven-Väth
2007,28,Yahel,NON MOVER,,/top100djs/2007/28/Yahel
2007,29,Umek,53,Sube,/top100djs/2007/29/Umek
2007,30,Andy Moor,NON MOVER,,/top100djs/2007/30/Andy-Moor
2007,31,Gareth Emery,3,Sube,/top100djs/2007/31/Gareth-Emery
2007,32,Benny Benassi,6,Baja,/top100djs/2007/32/Benny-Benassi
2007,33,Axwell,60,Sube,/top100djs/2007/33/Axwell
2007,34,Mauro Picotto,37,Sube,/top100djs/2007/34/Mauro-Picotto
2007,35,Sander Kleinenberg,8,Baja,/top100djs/2007/35/Sander-Kleinenberg
2007,36,Eric Prydz,new entry,,/top100djs/2007/36/Eric-Prydz
2007,37,Blank & Jones,23,Sube,/top100djs/2007/37/Blank--Jones
2007,38,Bad Boy Bill,5,Sube,/top100djs/2007/38/Bad-Boy-Bill
2007,39,Pete Tong,18,Sube,/top100djs/2007/39/Pete-Tong
2007,40,DJ Vibe,7,Sube,/top100djs/2007/40/DJ-Vibe
2007,41,Tiga,9,Sube,/top100djs/2007/41/Tiga
2007,42,Steve Lawler,4,Baja,/top100djs/2007/42/Steve-Lawler
2007,43,Danny Tenaglia,15,Sube,/top100djs/2007/43/Danny-Tenaglia
2007,44,Ronski Speed,43,Sube,/top100djs/2007/44/Ronski-Speed
2007,45,Nic Fanciulli,re-entry,,/top100djs/2007/45/Nic-Fanciulli
2007,46,Steve Angello,20,Sube,/top100djs/2007/46/Steve-Angello
2007,47,Nick Warren,11,Baja,/top100djs/2007/47/Nick-Warren
2007,48,Matt Hardwick,16,Sube,/top100djs/2007/48/Matt-Hardwick
2007,49,Ricardo Villalobos,re-entry,,/top100djs/2007/49/Ricardo-Villalobos
2007,50,James Holden,3,Sube,/top100djs/2007/50/James-Holden
2007,51,Mark Knight,new entry,,/top100djs/2007/51/Mark-Knight
2007,53,Marco Bailey,re-entry,,/top100djs/2007/53/Marco-Bailey
2007,54,Anderson Noise,25,Sube,/top100djs/2007/54/Anderson-Noise
2007,55,Lange,1,Baja,/top100djs/2007/55/Lange
2007,56,Offer Nissim,27,Baja,/top100djs/2007/56/Offer-Nissim
2007,57,Kyau & Albert,9,Baja,/top100djs/2007/57/Kyau--Albert
2007,58,Justice,new entry,,/top100djs/2007/58/Justice
2007,60,Timo Maas,3,Sube,/top100djs/2007/60/Timo-Maas
2007,61,Danny Howells,6,Sube,/top100djs/2007/61/Danny-Howells
2007,62,Menno De Jong,10,Sube,/top100djs/2007/62/Menno-De-Jong
2007,63,Bob Sinclair,11,Baja,/top100djs/2007/63/Bob-Sinclair
2007,64,John Acquaviva,42,Baja,/top100djs/2007/64/John-Acquaviva
2007,65,Agnelli & Nelson,33,Sube,/top100djs/2007/65/Agnelli--Nelson
2007,66,Fatboy Slim,14,Sube,/top100djs/2007/66/Fatboy-Slim
2007,67,Andy C,30,Sube,/top100djs/2007/67/Andy-C
2007,68,Ricky Stone,28,Baja,/top100djs/2007/68/Ricky-Stone
2007,69,Donald Glaude,23,Baja,/top100djs/2007/69/Donald-Glaude
2007,70,Desyn Masiello,NON MOVER,,/top100djs/2007/70/Desyn-Masiello
2007,71,Daft Punk,new entry,,/top100djs/2007/71/Daft-Punk
2007,72,Martin Solveig,re-entry,,/top100djs/2007/72/Martin-Solveig
2007,73,BT,NON MOVER,,/top100djs/2007/73/BT
2007,74,Chris Liebing,24,Baja,/top100djs/2007/74/Chris-Liebing
2007,75,Valentino Kanzyani,new entry,,/top100djs/2007/75/Valentino-Kanzyani
2007,76,Trentemøller,new entry,,/top100djs/2007/76/Trentemøller
2007,77,Jeff Mills,re-entry,,/top100djs/2007/77/Jeff-Mills
2007,78,John Graham,9,Baja,/top100djs/2007/78/John-Graham
2007,79,Robbie Rivera,17,Sube,/top100djs/2007/79/Robbie-Rivera
2007,80,The Chemical Brothers,re-entry,,/top100djs/2007/80/The-Chemical-Brothers
2007,81,Luciano,new entry,,/top100djs/2007/81/Luciano
2007,82,Hype,re-entry,,/top100djs/2007/82/Hype
2007,83,Lisa Lashes,16,Sube,/top100djs/2007/83/Lisa-Lashes
2007,84,Filo & Peri,7,Baja,/top100djs/2007/84/Filo--Peri
2007,85,Lee Burridge,3,Sube,/top100djs/2007/85/Lee-Burridge
2007,86,Armand Van Helden,re-entry,,/top100djs/2007/86/Armand-Van-Helden
2007,87,Magda,re-entry,,/top100djs/2007/87/Magda
2007,88,Dave Seaman,7,Sube,/top100djs/2007/88/Dave-Seaman
2007,89,Victor Calderone,6,Baja,/top100djs/2007/89/Victor-Calderone
2007,90,Dave Clarke,10,Sube,/top100djs/2007/90/Dave-Clarke
2007,91,Richard Durand,new entry,,/top100djs/2007/91/Richard-Durand
2007,92,Westbam,new entry,,/top100djs/2007/92/Westbam
2007,93,Sébastien Léger,new entry,,/top100djs/2007/93/Sébastien-Léger
2007,94,Chus & Ceballos,re-entry,,/top100djs/2007/94/Chus--Ceballos
2007,95,Wally Lopez,new entry,,/top100djs/2007/95/Wally-Lopez
2007,97,Adam Beyer,re-entry,,/top100djs/2007/97/Adam-Beyer
2007,99,Erol Alkan,new entry,,/top100djs/2007/99/Erol-Alkan
2007,100,Laurent Garnier,re-entry,,/top100djs/2007/100/Laurent-Garnier
2008,1,Armin Van Buuren,NON MOVER,,/top100djs/2008/1/Armin-Van-Buuren
2008,2,Tiësto,NON MOVER,,/top100djs/2008/2/Tiësto
2008,3,Paul van Dyk,1,Sube,/top100djs/2008/3/Paul-van-Dyk
2008,4,Above & Beyond,2,Sube,/top100djs/2008/4/Above--Beyond
2008,5,David Guetta,5,Sube,/top100djs/2008/5/David-Guetta
